"S01F1","S01F2","S01F3","S01F4","S01F5","S01F6","S01F7","S02F1","S02F2","S02F3","S02F4","S02F5","S02F6","S02F7","S03F1","S03F2","S03F3","S03F4","S03F5","S03F6","S03F7","S04F1","S04F2","S04F3","S04F4","S04F5","S04F6","S04F7","S05F1","S05F2","S05F3","S05F4","S05F5","S05F6","S05F7","S06F1","S06F2","S06F3","S06F4","S06F5","S06F6","S06F7","S07F1","S07F2","S07F3","S07F4","S07F5","S07F6","S07F7","S08F1","S08F2","S08F3","S08F4","S08F5","S08F6","S08F7","S09F1","S09F2","S09F3","S09F4","S09F5","S09F6","S09F7","S10F1","S10F2","S10F3","S10F4","S10F5","S10F6","S10F7","S11F1","S11F2","S11F3","S11F4","S11F5","S11F6","S11F7","S12F1","S12F2","S12F3","S12F4","S12F5","S12F6","S12F7","S13F1","S13F2","S13F3","S13F4","S13F5","S13F6","S13F7","S14F1","S14F2","S14F3","S14F4","S14F5","S14F6","S14F7","S15F1","S15F2","S15F3","S15F4","S15F5","S15F6","S15F7","S16F1","S16F2","S16F3","S16F4","S16F5","S16F6","S16F7","S17F1","S17F2","S17F3","S17F4","S17F5","S17F6","S17F7","S18F1","S18F2","S18F3","S18F4","S18F5","S18F6","S18F7","S01F1 (#1)","S01F2 (#1)","S01F3 (#1)","S01F4 (#1)","S01F5 (#1)","S01F6 (#1)","S01F7 (#1)","S02F1 (#1)","S02F2 (#1)","S02F3 (#1)","S02F4 (#1)","S02F5 (#1)","S02F6 (#1)","S02F7 (#1)","S03F1 (#1)","S03F2 (#1)","S03F3 (#1)","S03F4 (#1)","S03F5 (#1)","S03F6 (#1)","S03F7 (#1)","S04F1 (#1)","S04F2 (#1)","S04F3 (#1)","S04F4 (#1)","S04F5 (#1)","S04F6 (#1)","S04F7 (#1)","S05F1 (#1)","S05F2 (#1)","S05F3 (#1)","S05F4 (#1)","S05F5 (#1)","S05F6 (#1)","S05F7 (#1)","S06F1 (#1)","S06F2 (#1)","S06F3 (#1)","S06F4 (#1)","S06F5 (#1)","S06F6 (#1)","S06F7 (#1)","S07F1 (#1)","S07F2 (#1)","S07F3 (#1)","S07F4 (#1)","S07F5 (#1)","S07F6 (#1)","S07F7 (#1)","S08F1 (#1)","S08F2 (#1)","S08F3 (#1)","S08F4 (#1)","S08F5 (#1)","S08F6 (#1)","S08F7 (#1)","S09F1 (#1)","S09F2 (#1)","S09F3 (#1)","S09F4 (#1)","S09F5 (#1)","S09F6 (#1)","S09F7 (#1)","S10F1 (#1)","S10F2 (#1)","S10F3 (#1)","S10F4 (#1)","S10F5 (#1)","S10F6 (#1)","S10F7 (#1)","S11F1 (#1)","S11F2 (#1)","S11F3 (#1)","S11F4 (#1)","S11F5 (#1)","S11F6 (#1)","S11F7 (#1)","S12F1 (#1)","S12F2 (#1)","S12F3 (#1)","S12F4 (#1)","S12F5 (#1)","S12F6 (#1)","S12F7 (#1)","S13F1 (#1)","S13F2 (#1)","S13F3 (#1)","S13F4 (#1)","S13F5 (#1)","S13F6 (#1)","S13F7 (#1)","S14F1 (#1)","S14F2 (#1)","S14F3 (#1)","S14F4 (#1)","S14F5 (#1)","S14F6 (#1)","S14F7 (#1)","S15F1 (#1)","S15F2 (#1)","S15F3 (#1)","S15F4 (#1)","S15F5 (#1)","S15F6 (#1)","S15F7 (#1)","S16F1 (#1)","S16F2 (#1)","S16F3 (#1)","S16F4 (#1)","S16F5 (#1)","S16F6 (#1)","S16F7 (#1)","S17F1 (#1)","S17F2 (#1)","S17F3 (#1)","S17F4 (#1)","S17F5 (#1)","S17F6 (#1)","S17F7 (#1)","S18F1 (#1)","S18F2 (#1)","S18F3 (#1)","S18F4 (#1)","S18F5 (#1)","S18F6 (#1)","S18F7 (#1)","ID",1,10,100,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,62,63,64,65,66,67,68,69,7,70,71,72,73,74,75,76,77,78,79,8,80,81,82,83,84,85,86,87,88,89,9,90,91,92,93,94,95,96,97,98,99,winner
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,112.56,26.41,11.54,2.19,0.89,0.66,,,,,,,,,,,,,,,5,126.45,14.58,8.69,12.26,0.93,0.78,,,,,,,,,,,,,,,5,114.83,19.54,3.4,7.02,0.94,0.77,11,122.28,20.24,7.68,11.94,0.95,0.75,,,,,,,,3,103.9,10.44,-0.15,7.67,0.95,0.76,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0.003,0.004,0.013,0.004,0.003,0.008,0.005,0.005,0.009,0.009,0.005,0.008,0.004,0.006,0.005,0.005,0.004,0.006,0.011,0.010,0.006,0.002,0.011,0.003,0.005,0.010,0.011,0.009,0.006,0.005,0.003,0.004,0.004,0.008,0.004,0.009,0.009,0.005,0.011,0.015,0.016,0.003,0.004,0.004,0.005,0.004,0.003,0.005,0.003,0.009,0.012,0.005,0.013,0.011,0.006,0.003,0.007,0.004,0.005,0.005,0.006,0.007,0.003,0.006,0.009,0.004,0.010,0.003,0.003,0.011,0.005,0.015,0.007,0.009,0.011,0.014,0.007,0.003,0.006,0.006,0.008,0.006,0.004,0.005,0.010,0.007,0.011,0.004,0.008,0.005,0.116,0.006,0.011,0.018,0.005,0.006,0.005,0.005,0.009,0.009,90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,3,122.36,25.85,9.38,6.56,0.9,0.65,,,,,,,,,,,,,,,6,127.16,13.28,7.31,9.98,0.94,0.77,2,93.87,3.42,3.38,9.09,0.97,0.81,2,111.12,35.58,2.08,8.92,0.98,0.72,6,113.72,12.57,-3.17,9.89,0.95,0.75,10,122.69,19.93,12.44,8.67,0.96,0.77,4,107.45,25.78,-12.47,14.04,0.96,0.75,4,92.13,8.61,-1.98,4.8,0.97,0.73,,,,,,,,2,108.33,16.41,10.08,1.95,0.97,0.72,3,110.52,8.39,6.31,8.69,0.96,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0.005,0.012,0.010,0.007,0.009,0.001,0.009,0.008,0.008,0.003,0.021,0.004,0.006,0.011,0.004,0.011,0.003,0.007,0.004,0.004,0.010,0.008,0.010,0.007,0.012,0.004,0.007,0.005,0.007,0.003,0.002,0.003,0.005,0.002,0.002,0.008,0.004,0.005,0.020,0.008,0.008,0.003,0.010,0.010,0.007,0.001,0.007,0.004,0.003,0.012,0.010,0.003,0.008,0.008,0.003,0.003,0.007,0.007,0.007,0.006,0.005,0.005,0.005,0.008,0.009,0.008,0.005,0.003,0.003,0.010,0.005,0.010,0.011,0.007,0.006,0.006,0.005,0.007,0.011,0.004,0.005,0.006,0.004,0.004,0.003,0.007,0.007,0.007,0.005,0.008,0.190,0.011,0.007,0.015,0.004,0.006,0.006,0.008,0.009,0.006,90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,103.92,28.78,12.63,2.66,0.86,0.67,2,122.02,16.21,1.87,5.19,0.9,0.69,,,,,,,,5,134.97,12.8,6.2,7.9,0.93,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,99.79,21.52,-6.92,5.89,0.95,0.77,4,94.68,10.93,2.53,9.34,0.96,0.73,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0.002,0.003,0.006,0.004,0.008,0.008,0.011,0.009,0.006,0.006,0.008,0.008,0.003,0.005,0.005,0.018,0.003,0.007,0.011,0.006,0.005,0.004,0.021,0.008,0.005,0.008,0.006,0.005,0.005,0.005,0.004,0.006,0.008,0.006,0.008,0.012,0.004,0.007,0.008,0.009,0.010,0.005,0.004,0.008,0.004,0.005,0.009,0.009,0.003,0.005,0.004,0.004,0.007,0.012,0.005,0.003,0.006,0.004,0.005,0.006,0.016,0.006,0.008,0.008,0.005,0.009,0.008,0.004,0.005,0.009,0.008,0.008,0.007,0.005,0.006,0.014,0.008,0.006,0.006,0.005,0.006,0.010,0.006,0.010,0.018,0.003,0.004,0.008,0.004,0.010,0.105,0.006,0.008,0.013,0.008,0.005,0.006,0.012,0.004,0.004,90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,108.03,28.47,12.77,1.79,0.87,0.67,3,122.73,17.85,-0.28,10.47,0.93,0.67,3,112.43,7.65,3.73,15.51,0.94,0.72,6,129.81,12.13,11.91,12.64,0.94,0.77,2,92.6,11.98,0.54,6.58,0.97,0.8,2,123.05,33,4.27,2.36,0.97,0.72,6,120.66,9.2,-0.48,10.34,0.95,0.75,9,115.52,21.29,8.13,11.17,0.96,0.77,5,120.36,23.88,-2.87,16.01,0.95,0.73,3,100.83,10.65,-2.48,10.3,0.97,0.77,3,108.13,15.83,-1.19,10.67,0.95,0.65,,,,,,,,2,104.05,9.02,5.25,3.22,0.96,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0.006,0.006,0.009,0.009,0.009,0.009,0.010,0.015,0.003,0.009,0.002,0.007,0.004,0.009,0.006,0.010,0.003,0.007,0.009,0.004,0.004,0.009,0.012,0.005,0.016,0.010,0.009,0.004,0.010,0.005,0.002,0.004,0.006,0.002,0.002,0.006,0.005,0.012,0.007,0.007,0.004,0.005,0.006,0.004,0.005,0.004,0.006,0.008,0.003,0.004,0.009,0.009,0.005,0.007,0.006,0.008,0.006,0.010,0.009,0.006,0.012,0.010,0.011,0.011,0.010,0.007,0.004,0.017,0.007,0.011,0.006,0.014,0.008,0.005,0.014,0.006,0.003,0.007,0.006,0.007,0.010,0.004,0.015,0.008,0.006,0.004,0.013,0.007,0.003,0.007,0.155,0.006,0.008,0.008,0.008,0.007,0.010,0.008,0.007,0.004,90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,5,130.22,15.12,6.71,10.49,0.93,0.75,2,101.04,14.69,3.47,9.92,0.95,0.8,2,124.78,29.76,3.02,1.81,0.97,0.72,6,113.67,11.18,-2.68,10.04,0.96,0.75,8,119.03,19.77,7.09,6.55,0.96,0.77,,,,,,,,3,97.15,9.23,1.34,2.98,0.96,0.77,3,115.32,23.01,-3.64,11.97,0.95,0.65,1,117.88,0,14.74,0,0.98,0.69,3,106.92,8.25,4.87,5.89,0.96,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0.003,0.003,0.004,0.004,0.012,0.013,0.009,0.008,0.004,0.004,0.010,0.011,0.005,0.008,0.009,0.009,0.004,0.006,0.005,0.006,0.015,0.007,0.014,0.004,0.014,0.009,0.006,0.005,0.012,0.005,0.003,0.005,0.008,0.005,0.003,0.003,0.007,0.007,0.010,0.005,0.009,0.004,0.008,0.005,0.003,0.005,0.005,0.005,0.009,0.004,0.009,0.003,0.008,0.012,0.005,0.003,0.004,0.005,0.004,0.011,0.011,0.005,0.015,0.014,0.006,0.006,0.011,0.008,0.007,0.009,0.006,0.005,0.007,0.005,0.005,0.006,0.007,0.015,0.007,0.008,0.007,0.004,0.008,0.008,0.003,0.012,0.005,0.014,0.003,0.003,0.143,0.007,0.004,0.010,0.005,0.011,0.010,0.011,0.013,0.008,90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,112.5,13.5,11,5,0.92,0.69,3,124,12.33,7.67,3.68,0.89,0.71,2,128,21,-5.5,11.5,0.98,0.78,1,123,0,1,0,0.97,0.68,3,138.67,9.57,-4,5.35,0.98,0.77,1,121,0,3,0,0.91,0.71,5,107.8,16.04,2.6,16.03,0.94,0.77,3,121,26.73,-8.33,7.13,0.96,0.71,,,,,,,,,,,,,,,2,113,10,4,5,0.96,0.66,2,108,14,-5,5,0.99,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0.006,0.008,0.006,0.014,0.008,0.005,0.007,0.012,0.005,0.005,0.006,0.005,0.006,0.008,0.003,0.011,0.003,0.010,0.007,0.011,0.008,0.005,0.009,0.006,0.007,0.009,0.006,0.007,0.005,0.005,0.007,0.005,0.009,0.004,0.006,0.014,0.006,0.005,0.008,0.008,0.010,0.007,0.005,0.005,0.006,0.004,0.007,0.011,0.005,0.006,0.007,0.010,0.006,0.010,0.008,0.005,0.009,0.005,0.011,0.006,0.011,0.013,0.004,0.012,0.004,0.004,0.003,0.004,0.005,0.009,0.013,0.005,0.007,0.014,0.011,0.008,0.014,0.010,0.008,0.009,0.007,0.007,0.004,0.012,0.009,0.012,0.009,0.006,0.006,0.007,0.007,0.133,0.007,0.006,0.013,0.013,0.007,0.007,0.004,0.006,91
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,116.14,1.03,12.01,9.52,0.92,0.69,5,116.22,13.86,2.65,9.04,0.9,0.71,2,128.3,27.42,-6.18,11.71,0.97,0.77,,,,,,,,,,,,,,,1,123.26,0,-3.72,0,0.91,0.7,5,105.55,20.98,1.66,13.07,0.94,0.77,6,116.05,25.11,-2.04,13.6,0.96,0.72,,,,,,,,3,120.31,20.52,-10.16,5.38,0.97,0.76,2,113.8,7.8,6.2,5.66,0.96,0.66,3,101,14.76,-2.77,4.42,0.98,0.72,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0.007,0.009,0.005,0.004,0.011,0.005,0.006,0.008,0.009,0.008,0.006,0.008,0.006,0.008,0.013,0.012,0.002,0.013,0.003,0.005,0.007,0.005,0.007,0.011,0.008,0.009,0.013,0.004,0.004,0.006,0.005,0.004,0.006,0.005,0.006,0.004,0.010,0.004,0.011,0.015,0.010,0.009,0.009,0.004,0.009,0.007,0.004,0.004,0.008,0.007,0.003,0.006,0.003,0.004,0.010,0.005,0.004,0.011,0.005,0.003,0.007,0.005,0.003,0.014,0.005,0.008,0.006,0.005,0.004,0.005,0.011,0.012,0.006,0.010,0.004,0.004,0.015,0.010,0.009,0.011,0.007,0.006,0.009,0.009,0.009,0.008,0.011,0.009,0.006,0.010,0.006,0.132,0.007,0.008,0.009,0.010,0.009,0.006,0.009,0.005,91
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,108.68,20.11,10.21,3.72,0.92,0.69,3,118.43,23.67,7.94,5.36,0.9,0.71,,,,,,,,,,,,,,,,,,,,,,2,112.88,9.81,-8.38,14.46,0.95,0.77,,,,,,,,,,,,,,,1,115.21,0,-13.55,0,0.97,0.62,,,,,,,,2,98.39,7.34,6.12,4.23,0.96,0.66,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0.008,0.006,0.008,0.004,0.013,0.004,0.004,0.005,0.008,0.005,0.004,0.007,0.007,0.009,0.009,0.008,0.003,0.009,0.009,0.007,0.006,0.014,0.011,0.010,0.008,0.006,0.006,0.005,0.006,0.003,0.010,0.009,0.004,0.007,0.011,0.007,0.011,0.007,0.006,0.007,0.006,0.008,0.009,0.009,0.005,0.005,0.004,0.004,0.006,0.003,0.004,0.006,0.009,0.006,0.008,0.015,0.006,0.010,0.007,0.003,0.005,0.007,0.004,0.010,0.006,0.006,0.004,0.005,0.003,0.007,0.014,0.009,0.009,0.014,0.006,0.008,0.004,0.008,0.010,0.004,0.009,0.005,0.004,0.006,0.005,0.005,0.011,0.010,0.004,0.008,0.006,0.105,0.011,0.009,0.006,0.012,0.006,0.009,0.006,0.014,91
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,123,1,-2.77,3.23,0.99,0.64,,,,,,,,2,111.9,3.12,-8.89,9.88,0.95,0.77,4,114.24,16.5,4.9,14.86,0.95,0.76,3,126.48,26.15,-9.97,7.82,0.96,0.7,4,114.47,24.65,-7.78,9.69,0.96,0.69,2,115.55,32.52,-5.15,6.53,0.95,0.71,3,121.94,8.61,-1.62,7.25,0.96,0.69,2,101.06,20.75,0.8,5.8,0.99,0.71,1,105,0,-18,0,0.94,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0.007,0.005,0.013,0.005,0.008,0.004,0.007,0.006,0.010,0.004,0.004,0.007,0.011,0.005,0.008,0.007,0.003,0.003,0.003,0.005,0.012,0.003,0.005,0.009,0.010,0.004,0.006,0.008,0.005,0.007,0.008,0.006,0.006,0.008,0.004,0.007,0.014,0.003,0.006,0.009,0.005,0.008,0.011,0.003,0.012,0.005,0.014,0.007,0.007,0.009,0.004,0.003,0.005,0.009,0.003,0.005,0.003,0.004,0.004,0.005,0.008,0.014,0.011,0.006,0.014,0.006,0.004,0.005,0.003,0.009,0.004,0.009,0.004,0.004,0.004,0.004,0.013,0.006,0.011,0.004,0.005,0.010,0.013,0.003,0.013,0.006,0.011,0.009,0.003,0.007,0.012,0.143,0.003,0.012,0.008,0.006,0.009,0.005,0.009,0.017,91
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,124.6,0,18.73,0,0.99,0.64,3,131.76,13.74,5.62,4.95,0.89,0.71,2,133.73,14.4,-5.62,7.95,0.96,0.78,1,121.26,0,-3.78,0,0.96,0.67,3,129.28,14.05,-1.39,5.34,0.98,0.77,1,101.95,0,-21.28,0,1,0.84,4,107.84,15.49,7.27,13.86,0.95,0.76,,,,,,,,,,,,,,,,,,,,,,2,117.87,6.59,6.45,2.33,0.96,0.66,1,123.26,0,3.72,0,0.98,0.7,1,96.69,0,-10.73,0,0.94,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0.005,0.007,0.008,0.006,0.013,0.010,0.004,0.006,0.010,0.006,0.004,0.007,0.010,0.012,0.007,0.006,0.004,0.010,0.004,0.011,0.007,0.005,0.004,0.007,0.010,0.008,0.019,0.003,0.005,0.004,0.006,0.006,0.011,0.006,0.007,0.005,0.007,0.005,0.008,0.008,0.007,0.005,0.007,0.004,0.005,0.010,0.011,0.004,0.005,0.017,0.008,0.006,0.008,0.005,0.012,0.006,0.009,0.008,0.008,0.005,0.008,0.007,0.004,0.011,0.006,0.005,0.009,0.017,0.006,0.007,0.007,0.004,0.011,0.007,0.006,0.004,0.008,0.008,0.014,0.005,0.005,0.005,0.006,0.004,0.005,0.009,0.010,0.013,0.010,0.006,0.010,0.125,0.012,0.005,0.009,0.007,0.008,0.008,0.006,0.008,91
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,111.39,19.12,9.73,5.38,0.92,0.7,3,117.07,19.15,11.26,5.38,0.89,0.71,2,121.05,26.93,-4.09,10.69,0.98,0.77,1,116.07,0,1.97,0,0.98,0.68,2,130.63,15.37,-7.58,0.9,0.98,0.75,3,128.08,23.73,-2.81,11.14,0.93,0.79,4,106.25,15.13,8.87,14.68,0.96,0.76,,,,,,,,,,,,,,,3,133.27,27.97,-9.98,2.18,0.95,0.7,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0.006,0.008,0.007,0.005,0.004,0.005,0.003,0.003,0.005,0.008,0.003,0.008,0.006,0.006,0.006,0.020,0.004,0.010,0.005,0.013,0.008,0.007,0.008,0.008,0.007,0.003,0.005,0.009,0.007,0.003,0.006,0.007,0.004,0.008,0.015,0.007,0.005,0.005,0.010,0.005,0.008,0.009,0.005,0.011,0.004,0.010,0.004,0.004,0.006,0.007,0.008,0.006,0.004,0.009,0.007,0.007,0.006,0.006,0.014,0.007,0.008,0.008,0.007,0.017,0.005,0.005,0.003,0.014,0.005,0.010,0.012,0.007,0.004,0.006,0.010,0.012,0.007,0.009,0.014,0.008,0.010,0.006,0.007,0.006,0.010,0.004,0.008,0.012,0.004,0.009,0.007,0.123,0.005,0.015,0.006,0.015,0.008,0.008,0.005,0.005,91
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,101,10,-1.5,0.5,0.85,0.67,1,102,0,11,0,0.8,0.7,3,124.33,13.02,-9.33,3.09,0.87,0.65,,,,,,,,2,125,23,-12.5,5.5,0.91,0.76,,,,,,,,1,115,0,16,0,0.93,0.84,6,111.83,20.73,5.33,9.52,0.95,0.78,2,126,31,-14.5,1.5,0.94,0.8,1,144,0,-14,0,0.94,0.73,3,135,15.75,-13.67,4.19,0.95,0.79,4,101.5,20.8,-1.5,3.64,0.96,0.72,1,105,0,-1,0,1,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0.002,0.009,0.006,0.005,0.009,0.011,0.008,0.007,0.009,0.008,0.005,0.011,0.012,0.006,0.003,0.007,0.009,0.011,0.006,0.005,0.006,0.005,0.012,0.006,0.007,0.005,0.010,0.008,0.008,0.004,0.007,0.006,0.006,0.008,0.005,0.008,0.004,0.012,0.007,0.009,0.006,0.015,0.004,0.005,0.008,0.006,0.007,0.007,0.004,0.014,0.004,0.006,0.010,0.012,0.004,0.014,0.007,0.005,0.008,0.012,0.007,0.008,0.003,0.006,0.007,0.008,0.006,0.008,0.008,0.015,0.004,0.007,0.008,0.014,0.005,0.003,0.008,0.011,0.007,0.008,0.016,0.012,0.004,0.009,0.005,0.009,0.010,0.003,0.007,0.006,0.009,0.009,0.124,0.011,0.008,0.011,0.005,0.005,0.003,0.010,92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112.29,0,4.09,0,0.89,0.67,,,,,,,,2,114.56,6.5,-6.55,4.66,0.89,0.64,1,147.09,0,1.95,0,0.96,0.68,,,,,,,,1,117.35,0,-4.4,0,0.93,0.82,1,99.37,0,20.62,0,0.93,0.84,6,110.21,23.38,6.47,10.08,0.95,0.79,1,165.89,0,-8.67,0,0.95,0.84,1,132.52,0,-8.68,0,0.94,0.73,3,140.06,17,-14.29,3.72,0.95,0.79,4,111.08,18.83,-1.92,7.37,0.96,0.72,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0.003,0.007,0.010,0.006,0.006,0.004,0.009,0.006,0.007,0.015,0.008,0.004,0.012,0.006,0.003,0.005,0.009,0.012,0.009,0.006,0.010,0.010,0.013,0.005,0.010,0.007,0.004,0.009,0.003,0.007,0.007,0.005,0.006,0.008,0.011,0.012,0.004,0.010,0.007,0.008,0.012,0.007,0.006,0.009,0.011,0.008,0.011,0.005,0.004,0.010,0.008,0.007,0.006,0.005,0.010,0.005,0.008,0.005,0.006,0.010,0.005,0.006,0.005,0.002,0.006,0.005,0.011,0.009,0.010,0.011,0.004,0.010,0.005,0.005,0.006,0.004,0.010,0.007,0.013,0.010,0.010,0.013,0.011,0.003,0.006,0.005,0.008,0.004,0.004,0.005,0.008,0.007,0.120,0.009,0.008,0.006,0.005,0.008,0.009,0.005,92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,94.55,14.52,-1.77,0.33,0.87,0.67,2,131.4,12.79,-2.09,7.9,0.89,0.68,2,115.69,1.74,-7.75,2.87,0.91,0.63,1,149.75,0,5.75,0,0.99,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,162.98,0,-14.21,0,0.95,0.85,1,140.89,0,-9.4,0,0.94,0.73,3,132.01,25.05,-15.56,4.75,0.95,0.79,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0.003,0.006,0.005,0.003,0.004,0.003,0.004,0.006,0.004,0.009,0.012,0.007,0.007,0.006,0.002,0.006,0.003,0.015,0.016,0.006,0.009,0.006,0.018,0.009,0.011,0.005,0.017,0.008,0.004,0.003,0.003,0.006,0.005,0.006,0.009,0.009,0.013,0.005,0.010,0.005,0.013,0.006,0.007,0.015,0.008,0.007,0.007,0.005,0.004,0.004,0.007,0.007,0.009,0.016,0.006,0.003,0.006,0.005,0.005,0.005,0.006,0.004,0.008,0.007,0.010,0.007,0.004,0.014,0.010,0.011,0.006,0.007,0.008,0.005,0.004,0.004,0.004,0.004,0.005,0.012,0.016,0.011,0.005,0.005,0.010,0.005,0.012,0.003,0.007,0.006,0.007,0.004,0.114,0.006,0.013,0.007,0.005,0.010,0.003,0.004,92
